,Area Type,Area Name,Year,Month,Date,Industry Title,Industry Current Employment,Regional Labor Force,Regional Employment,Regional Unemployment,Regional Unemployment Rate
269939,State,California,2019,August,08/1/2019,          Computer and Electronic Product Manufacturing,282200,19352500,18534900,817500,4.2
269940,State,California,2019,August,08/1/2019,Bare Printed Circuit Board Manufacturing,8100,19352500,18534900,817500,4.2
269941,State,California,2019,August,08/1/2019,            Bakeries and Tortilla Manufacturing,43000,19352500,18534900,817500,4.2
269942,State,California,2019,August,08/1/2019,          Furniture and Related Product Manufacturing,33400,19352500,18534900,817500,4.2
269943,State,California,2019,August,08/1/2019,            Computer and Peripheral Equipment Manufacturing,78600,19352500,18534900,817500,4.2
269944,State,California,2019,August,08/1/2019,            Aerospace Product and Parts Manufacturing,82400,19352500,18534900,817500,4.2
269945,State,California,2019,August,08/1/2019,            Household and Institutional Furniture and Kitchen Cabinet Manufacturing,19900,19352500,18534900,817500,4.2
269946,State,California,2019,August,08/1/2019,Electronic Instrument Manufacturing,90600,19352500,18534900,817500,4.2
269947,State,California,2019,August,08/1/2019,Other Financial Investment Activities,65600,19352500,18534900,817500,4.2
269948,State,California,2019,August,08/1/2019,Lessors of Real Estate,68600,19352500,18534900,817500,4.2
269949,State,California,2019,August,08/1/2019,          Rental and Leasing Services,68500,19352500,18534900,817500,4.2
269950,State,California,2019,August,08/1/2019,Specialized Design Services,24900,19352500,18534900,817500,4.2
269951,State,California,2019,August,08/1/2019,        Finance and Insurance,540000,19352500,18534900,817500,4.2
269952,State,California,2019,August,08/1/2019,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,238600,19352500,18534900,817500,4.2
269953,State,California,2019,August,08/1/2019,Nondepository Credit Intermediation,57500,19352500,18534900,817500,4.2
269954,State,California,2019,August,08/1/2019,Real Estate,235200,19352500,18534900,817500,4.2
269955,State,California,2019,August,08/1/2019,General Rental Centers,3000,19352500,18534900,817500,4.2
269956,State,California,2019,August,08/1/2019,Comm & Industrial Mach Rental & Leasing,22400,19352500,18534900,817500,4.2
269957,State,California,2019,August,08/1/2019,               Wired Telecommunications Carriers,44500,19352500,18534900,817500,4.2
269958,State,California,2019,August,08/1/2019,      Financial Activities,846100,19352500,18534900,817500,4.2
269959,State,California,2019,August,08/1/2019,            Depository Credit Intermediation including Monetary Authorities - Central Bank,142500,19352500,18534900,817500,4.2
269960,State,California,2019,August,08/1/2019,Activities Related to Credit Intermediat,38600,19352500,18534900,817500,4.2
269961,State,California,2019,August,08/1/2019,          Financial Investments and Related Activities including Financial Vehicles,99200,19352500,18534900,817500,4.2
269962,State,California,2019,August,08/1/2019,Securities & Commodity Contracts,33400,19352500,18534900,817500,4.2
269963,State,California,2019,August,08/1/2019,          Insurance Carriers and Related Activities,202200,19352500,18534900,817500,4.2
269964,State,California,2019,August,08/1/2019,Insurance Carriers,80700,19352500,18534900,817500,4.2
269965,State,California,2019,August,08/1/2019,"            Agencies, Broker and Other Insurance Related Activities",121500,19352500,18534900,817500,4.2
269966,State,California,2019,August,08/1/2019,            Offices of Real Estate Agents and Brokers,53800,19352500,18534900,817500,4.2
269967,State,California,2019,August,08/1/2019,Activities Related to Real Estate,112800,19352500,18534900,817500,4.2
269968,State,California,2019,August,08/1/2019,            Auto Equipment Rental and Leasing,26000,19352500,18534900,817500,4.2
269969,State,California,2019,August,08/1/2019,Consumer Goods Rental,17100,19352500,18534900,817500,4.2
269970,State,California,2019,August,08/1/2019,Legal Services,144000,19352500,18534900,817500,4.2
269971,State,California,2019,August,08/1/2019,"            Foundation, Structure, and Building Exterior Contractors",134500,19352500,18534900,817500,4.2
269972,State,California,2019,August,08/1/2019,Building Equipment Contractors,249800,19352500,18534900,817500,4.2
269973,State,California,2019,August,08/1/2019,Wood Product Manufacturing,26200,19352500,18534900,817500,4.2
269974,State,California,2019,August,08/1/2019,Other Fabricated Metal Product Mfg.,17900,19352500,18534900,817500,4.2
269975,State,California,2019,August,08/1/2019,Goods Producing,2280700,19352500,18534900,817500,4.2
269976,State,California,2019,August,08/1/2019,Mining,20900,19352500,18534900,817500,4.2
269977,State,California,2019,August,08/1/2019,"          Highway, Street, and Bridge Construction",29100,19352500,18534900,817500,4.2
269978,State,California,2019,August,08/1/2019,Building Finishing Contractors,151200,19352500,18534900,817500,4.2
269979,State,California,2019,August,08/1/2019,Durable Goods,856500,19352500,18534900,817500,4.2
269980,State,California,2019,August,08/1/2019,Other Wood Product Mfg.,18700,19352500,18534900,817500,4.2
269981,State,California,2019,August,08/1/2019,Construction,911800,19352500,18534900,817500,4.2
269982,State,California,2019,August,08/1/2019,Residential Building Construction,122800,19352500,18534900,817500,4.2
269983,State,California,2019,August,08/1/2019,          Heavy and Civil Engineering Construction,95800,19352500,18534900,817500,4.2
269984,State,California,2019,August,08/1/2019,Oil & Gas Extraction,4600,19352500,18534900,817500,4.2
269985,State,California,2019,August,08/1/2019,"Mining, except Oil & Gas",6100,19352500,18534900,817500,4.2
269986,State,California,2019,August,08/1/2019,Construction of Buildings,209700,19352500,18534900,817500,4.2
269987,State,California,2019,August,08/1/2019,Utility System Const.,48900,19352500,18534900,817500,4.2
269988,State,California,2019,August,08/1/2019,L& Subdivision,6900,19352500,18534900,817500,4.2
269989,State,California,2019,August,08/1/2019,          Other Heavy and Civil Engineering Construction,10900,19352500,18534900,817500,4.2
269990,State,California,2019,August,08/1/2019,Specialty Trade Contractors,606300,19352500,18534900,817500,4.2
269991,State,California,2019,August,08/1/2019,Primary Metal Manufacturing,17100,19352500,18534900,817500,4.2
269992,State,California,2019,August,08/1/2019,Fabricated Metal Product Mfg,133200,19352500,18534900,817500,4.2
269993,State,California,2019,August,08/1/2019,Machine Shops & Threaded Product Mfg.,43600,19352500,18534900,817500,4.2
269994,State,California,2019,August,08/1/2019,Total Private,14918800,19352500,18534900,817500,4.2
269995,State,California,2019,August,08/1/2019,          Broadcasting and Content Providers,86400,19352500,18534900,817500,4.2
269996,State,California,2019,August,08/1/2019,Telecommunications,66400,19352500,18534900,817500,4.2
269997,State,California,2019,August,08/1/2019,"Data Processing, Hosting & Related Services",57100,19352500,18534900,817500,4.2
269998,State,California,2019,August,08/1/2019,"          Web Search Portals, Libraries, Archives, and Other ",72600,19352500,18534900,817500,4.2
269999,State,California,2019,August,08/1/2019,          Real Estate and Rental and Leasing,306100,19352500,18534900,817500,4.2
270000,State,California,2019,August,08/1/2019,      Professional and Business Services,2748500,19352500,18534900,817500,4.2
270001,State,California,2019,August,08/1/2019,"        Professional, Scientific, and Technical Services",1342400,19352500,18534900,817500,4.2
270002,State,California,2019,August,08/1/2019,"Accounting, Tax Preparation and Bookkeep",127900,19352500,18534900,817500,4.2
270003,State,California,2019,August,08/1/2019,"          Architectural, Engineering, and Related Services",189300,19352500,18534900,817500,4.2
270004,State,California,2019,August,08/1/2019,          Computer Systems Design and Related Services,344400,19352500,18534900,817500,4.2
270005,State,California,2019,August,08/1/2019,"Management, Scientific and Technical Con",213400,19352500,18534900,817500,4.2
270006,State,California,2019,August,08/1/2019,"     Mining, Logging and Construction",935100,19352500,18534900,817500,4.2
270007,State,California,2019,August,08/1/2019,Support Activities for Mining,10200,19352500,18534900,817500,4.2
270008,State,California,2019,August,08/1/2019,Manufacturing,1345600,19352500,18534900,817500,4.2
270009,State,California,2019,August,08/1/2019,            Radio and Television Broadcasting Stations,14000,19352500,18534900,817500,4.2
270010,State,California,2019,August,08/1/2019,"            Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",72400,19352500,18534900,817500,4.2
270011,State,California,2019,August,08/1/2019,      Mining and Logging,23400,19352500,18534900,817500,4.2
270012,State,California,2019,August,08/1/2019,Logging,2500,19352500,18534900,817500,4.2
270013,State,California,2019,August,08/1/2019,Machinery Manufacturing,78200,19352500,18534900,817500,4.2
270014,State,California,2019,August,08/1/2019,Nonresidential Building Construction,86900,19352500,18534900,817500,4.2
270015,State,California,2019,August,08/1/2019,            Other Specialty Trade Contractors,70800,19352500,18534900,817500,4.2
270016,State,California,2019,August,08/1/2019,Nonmetallic Mineral Product Mfg.,32700,19352500,18534900,817500,4.2
270017,State,California,2019,August,08/1/2019,Architectural & Structural Metals Mfg.,33600,19352500,18534900,817500,4.2
270018,State,California,2019,August,08/1/2019,Industrial Machinery Manufacturing,20900,19352500,18534900,817500,4.2
270019,State,California,2019,August,08/1/2019,Commercial and Service Industry Manufact,11600,19352500,18534900,817500,4.2
270020,State,California,2019,August,08/1/2019,Metalworking Machinery Mfg.,12300,19352500,18534900,817500,4.2
270021,State,California,2019,August,08/1/2019,Office Administrative Services,74000,19352500,18534900,817500,4.2
270022,State,California,2019,August,08/1/2019,Facilities Support Serv.,12100,19352500,18534900,817500,4.2
270023,State,California,2019,August,08/1/2019,Business Support Services,58500,19352500,18534900,817500,4.2
270024,State,California,2019,August,08/1/2019,Offices of Physicians,242400,19352500,18534900,817500,4.2
270025,State,California,2019,August,08/1/2019,Hospitals,404800,19352500,18534900,817500,4.2
270026,State,California,2019,August,08/1/2019,Outpatient Care Centers,226200,19352500,18534900,817500,4.2
270027,State,California,2019,August,08/1/2019,Furniture & Home Furnish Merch whole,21300,19352500,18534900,817500,4.2
270028,State,California,2019,August,08/1/2019,Lumber & Other Const. Mat Merch whole,24500,19352500,18534900,817500,4.2
270029,State,California,2019,August,08/1/2019,Electrical and Electronic Goods Merchant,48600,19352500,18534900,817500,4.2
270030,State,California,2019,August,08/1/2019,Building Material and Supplies Dealers,110800,19352500,18534900,817500,4.2
270031,State,California,2019,August,08/1/2019,Grocery Stores,316200,19352500,18534900,817500,4.2
270032,State,California,2019,August,08/1/2019,        Management of Companies and Enterprises,259200,19352500,18534900,817500,4.2
270033,State,California,2019,August,08/1/2019,Specialty Food Stores,28300,19352500,18534900,817500,4.2
270034,State,California,2019,August,08/1/2019,            Furniture Retailers,21400,19352500,18534900,817500,4.2
270035,State,California,2019,August,08/1/2019,            Home Furnishings Retailers,31900,19352500,18534900,817500,4.2
270036,State,California,2019,August,08/1/2019,          General Merchandise Retailers,304700,19352500,18534900,817500,4.2
270037,State,California,2019,August,08/1/2019,"Soap, Cleaning Compound & Toiletry Mfg.",12800,19352500,18534900,817500,4.2
270038,State,California,2019,August,08/1/2019,        Administrative and Support and Waste Management and Remediation Services,1146900,19352500,18534900,817500,4.2
270039,State,California,2019,August,08/1/2019,          Plastics and Rubber Products Manufacturing,43800,19352500,18534900,817500,4.2
270040,State,California,2019,August,08/1/2019,     Service-Providing,15129100,19352500,18534900,817500,4.2
270041,State,California,2019,August,08/1/2019,Motor Vehicle and Motor Vehicle Parts Me,41700,19352500,18534900,817500,4.2
270042,State,California,2019,August,08/1/2019,Other Motor Vehicle Dealers,12900,19352500,18534900,817500,4.2
270043,State,California,2019,August,08/1/2019,"          Furniture, Home Furnishings, Electronics, and Appliance Retailers",112400,19352500,18534900,817500,4.2
270044,State,California,2019,August,08/1/2019,"Merchant Wholesalers, Durable Goods",357300,19352500,18534900,817500,4.2
270045,State,California,2019,August,08/1/2019,Paper & Paper Products Merchant whole,14600,19352500,18534900,817500,4.2
270046,State,California,2019,August,08/1/2019,            Misc Nondurable Goods Merchant Wholesalers,47900,19352500,18534900,817500,4.2
270047,State,California,2019,August,08/1/2019,Automobile Dealers,132800,19352500,18534900,817500,4.2
270048,State,California,2019,August,08/1/2019,"     Trade, Transportation, and Utilities",3037900,19352500,18534900,817500,4.2
270049,State,California,2019,August,08/1/2019,            Investigation and Security Services,154800,19352500,18534900,817500,4.2
270050,State,California,2019,August,08/1/2019,Residential Intellectual & Developmental Disability,56000,19352500,18534900,817500,4.2
270051,State,California,2019,August,08/1/2019,ResidualOther Support Services,34700,19352500,18534900,817500,4.2
270052,State,California,2019,August,08/1/2019,          Waste Management and Remediation Services,53800,19352500,18534900,817500,4.2
270053,State,California,2019,August,08/1/2019,Elementary and Secondary Schools,89700,19352500,18534900,817500,4.2
270054,State,California,2019,August,08/1/2019,            Electronics and Appliance Retailers,59100,19352500,18534900,817500,4.2
270055,State,California,2019,August,08/1/2019,Advertising and Related Services,65800,19352500,18534900,817500,4.2
270056,State,California,2019,August,08/1/2019,"Automotive Parts, Accessories and Tire S",53600,19352500,18534900,817500,4.2
270057,State,California,2019,August,08/1/2019,"Other Professional, Scientific and Techn",77300,19352500,18534900,817500,4.2
270058,State,California,2019,August,08/1/2019,Travel Arrangement and Reservation Servi,27900,19352500,18534900,817500,4.2
270059,State,California,2019,August,08/1/2019,Other Schools & Instruction,74800,19352500,18534900,817500,4.2
270060,State,California,2019,August,08/1/2019,"Beer, Wine, & Liquor Stores",17900,19352500,18534900,817500,4.2
270061,State,California,2019,August,08/1/2019,            Scientific Research and Development Services,155400,19352500,18534900,817500,4.2
270062,State,California,2019,August,08/1/2019,Offices of Dentists,136500,19352500,18534900,817500,4.2
270063,State,California,2019,August,08/1/2019,Professional and Commercial Equipment Me,81400,19352500,18534900,817500,4.2
270064,State,California,2019,August,08/1/2019,"Machinery, Equipment and Supplies Mercha",56300,19352500,18534900,817500,4.2
270065,State,California,2019,August,08/1/2019,Wholesale Trade,693600,19352500,18534900,817500,4.2
270066,State,California,2019,August,08/1/2019,Junior Colleges,2600,19352500,18534900,817500,4.2
270067,State,California,2019,August,08/1/2019,"          Private Colleges, Universities, and Professional Schools",142700,19352500,18534900,817500,4.2
270068,State,California,2019,August,08/1/2019,      Private Education and Health Services,2789900,19352500,18534900,817500,4.2
270069,State,California,2019,August,08/1/2019,Private Service Providing,12638100,19352500,18534900,817500,4.2
270070,State,California,2019,August,08/1/2019,          Administrative and Support Services,1093100,19352500,18534900,817500,4.2
270071,State,California,2019,August,08/1/2019,Employment Services,479000,19352500,18534900,817500,4.2
270072,State,California,2019,August,08/1/2019,            Services to Buildings and Dwellings,252100,19352500,18534900,817500,4.2
270073,State,California,2019,August,08/1/2019,"Hdwr, Plumb & Heating Merchant whole",29500,19352500,18534900,817500,4.2
270074,State,California,2019,August,08/1/2019,"Merchant Wholesalers, Nondurable Goods",292000,19352500,18534900,817500,4.2
270075,State,California,2019,August,08/1/2019,Grocery & Related Products Merchant whol,109400,19352500,18534900,817500,4.2
270076,State,California,2019,August,08/1/2019,"Apparel, Piece Gds & Notions Merch whole",38600,19352500,18534900,817500,4.2
270077,State,California,2019,August,08/1/2019,Wholesale Electronic Markets and Agents,44300,19352500,18534900,817500,4.2
270078,State,California,2019,August,08/1/2019,Chemical & Allied Products Merchant whol,14800,19352500,18534900,817500,4.2
270079,State,California,2019,August,08/1/2019,Retail Trade,1629700,19352500,18534900,817500,4.2
270080,State,California,2019,August,08/1/2019,          Motor Vehicle and Parts Dealers,199300,19352500,18534900,817500,4.2
270081,State,California,2019,August,08/1/2019,          Building Material and Garden Equipment and Supplies Dealers,122300,19352500,18534900,817500,4.2
270082,State,California,2019,August,08/1/2019,          Food and Beverage Retailers,362400,19352500,18534900,817500,4.2
270083,State,California,2019,August,08/1/2019,        Private Educational Services,356500,19352500,18534900,817500,4.2
270084,State,California,2019,August,08/1/2019,        Health Care and Social Assistance,2433400,19352500,18534900,817500,4.2
270085,State,California,2019,August,08/1/2019,          Ambulatory Health Care Services,876400,19352500,18534900,817500,4.2
270086,State,California,2019,August,08/1/2019,Offices of Other Health Practitioners,106500,19352500,18534900,817500,4.2
270087,State,California,2019,August,08/1/2019,Medical & Diagnostic Laboratories,38300,19352500,18534900,817500,4.2
270088,State,California,2019,August,08/1/2019,Other Ambulatory Health Care Serv.,30200,19352500,18534900,817500,4.2
270089,State,California,2019,August,08/1/2019,Psychiatric & Substance Abuse Hosp,8400,19352500,18534900,817500,4.2
270090,State,California,2019,August,08/1/2019,          Nursing and Residential Care Facilities,307900,19352500,18534900,817500,4.2
270091,State,California,2019,August,08/1/2019,            Pharmaceutical and Medicine Manufacturing,46600,19352500,18534900,817500,4.2
270092,State,California,2019,August,08/1/2019,Nursing Care Facilities,140700,19352500,18534900,817500,4.2
270093,State,California,2019,August,08/1/2019,Home Health Care Serv.,96300,19352500,18534900,817500,4.2
270094,State,California,2019,August,08/1/2019,General Medical & Surgical Hosp.s,377000,19352500,18534900,817500,4.2
270095,State,California,2019,August,08/1/2019,"Specialty (not Psych, Sub Abuse) Hosp.",19400,19352500,18534900,817500,4.2
273786,State,California,2019,September,09/1/2019,Electrical Equipment and Appliance Manuf,31800,19473500,18750100,723400,3.7
273787,State,California,2019,September,09/1/2019,Semiconductor and Related Devices Manufa,42500,19473500,18750100,723400,3.7
273788,State,California,2019,September,09/1/2019,            Furniture and Home Furnishings Retailers,52900,19473500,18750100,723400,3.7
273789,State,California,2019,September,09/1/2019,Grantmaking & Giving Serv.,26200,19473500,18750100,723400,3.7
273790,State,California,2019,September,09/1/2019,Other Personal Services,52400,19473500,18750100,723400,3.7
273791,State,California,2019,September,09/1/2019,Auto Repair & Maintenance,120800,19473500,18750100,723400,3.7
273792,State,California,2019,September,09/1/2019,"          Religious, Grantmaking, Civic, Professional, and Similar Organizations",230300,19473500,18750100,723400,3.7
273793,State,California,2019,September,09/1/2019,          Personal and Laundry Services,188700,19473500,18750100,723400,3.7
273794,State,California,2019,September,09/1/2019,Personal & Household Goods Repair,9200,19473500,18750100,723400,3.7
273795,State,California,2019,September,09/1/2019,Drinking Places (Alcoholic Beverages),35400,19473500,18750100,723400,3.7
273796,State,California,2019,September,09/1/2019,Other Services,578000,19473500,18750100,723400,3.7
273797,State,California,2019,September,09/1/2019,Performing Arts Companies,16300,19473500,18750100,723400,3.7
273798,State,California,2019,September,09/1/2019,Special Food Services,80100,19473500,18750100,723400,3.7
273799,State,California,2019,September,09/1/2019,"Independent Artists, Writers, and Perfor",15300,19473500,18750100,723400,3.7
273800,State,California,2019,September,09/1/2019,Drycleaning & Laundry Serv.,34900,19473500,18750100,723400,3.7
273801,State,California,2019,September,09/1/2019,Commercial & Industrial Machinery,18700,19473500,18750100,723400,3.7
273802,State,California,2019,September,09/1/2019,Full-Service Restaurants,655900,19473500,18750100,723400,3.7
273803,State,California,2019,September,09/1/2019,        Accommodation and Food Services,1714500,19473500,18750100,723400,3.7
273804,State,California,2019,September,09/1/2019,Gambling Industries,15900,19473500,18750100,723400,3.7
273805,State,California,2019,September,09/1/2019,Amusement Parks and Arcades,51400,19473500,18750100,723400,3.7
273806,State,California,2019,September,09/1/2019,"Museums, Historical Sites, and Similar I",20100,19473500,18750100,723400,3.7
273807,State,California,2019,September,09/1/2019,"Performing Arts, Spectator Sports",85200,19473500,18750100,723400,3.7
273808,State,California,2019,September,09/1/2019,"         Arts, Entertainment, and Recreation",328900,19473500,18750100,723400,3.7
273809,State,California,2019,September,09/1/2019,Vocational Rehabilitation Services,36100,19473500,18750100,723400,3.7
273810,State,California,2019,September,09/1/2019,Social Assistance,848100,19473500,18750100,723400,3.7
273811,State,California,2019,September,09/1/2019,            Couriers and Messengers,102400,19473500,18750100,723400,3.7
273812,State,California,2019,September,09/1/2019,Freight transp. Arrangement,33800,19473500,18750100,723400,3.7
273813,State,California,2019,September,09/1/2019,Support Activities for Transportation,114700,19473500,18750100,723400,3.7
273814,State,California,2019,September,09/1/2019,      Information,576400,19473500,18750100,723400,3.7
273815,State,California,2019,September,09/1/2019,"Community Food & Housing, & Emergency &",22400,19473500,18750100,723400,3.7
273816,State,California,2019,September,09/1/2019,Motion Picture & Video Industries,159400,19473500,18750100,723400,3.7
273817,State,California,2019,September,09/1/2019,Support Activities for Water transp.,23600,19473500,18750100,723400,3.7
273818,State,California,2019,September,09/1/2019,          Transit and Ground Passenger Transportation,52900,19473500,18750100,723400,3.7
273819,State,California,2019,September,09/1/2019,General Freight Trucking,96300,19473500,18750100,723400,3.7
273820,State,California,2019,September,09/1/2019,Natural Gas Distribution,33000,19473500,18750100,723400,3.7
273821,State,California,2019,September,09/1/2019,Child Day Care Services,78600,19473500,18750100,723400,3.7
273822,State,California,2019,September,09/1/2019,Other Amusement and Recreation,156300,19473500,18750100,723400,3.7
273823,State,California,2019,September,09/1/2019,Other Residential Care Facilities,12100,19473500,18750100,723400,3.7
273824,State,California,2019,September,09/1/2019,Comm Care Facilities for the Elderly,98500,19473500,18750100,723400,3.7
273825,State,California,2019,September,09/1/2019,"            Newspaper, Periodical, Book, and Directory Publishers",30500,19473500,18750100,723400,3.7
273826,State,California,2019,September,09/1/2019,Support Activities for Road transp.,15300,19473500,18750100,723400,3.7
273827,State,California,2019,September,09/1/2019,Spectator Sports,17000,19473500,18750100,723400,3.7
273828,State,California,2019,September,09/1/2019,      Leisure and Hospitality,2043400,19473500,18750100,723400,3.7
273829,State,California,2019,September,09/1/2019,Motion Picture & Video Production,125500,19473500,18750100,723400,3.7
273830,State,California,2019,September,09/1/2019,Motion Picture and Sound Recording,163900,19473500,18750100,723400,3.7
273831,State,California,2019,September,09/1/2019,            Warehousing and Storage,169300,19473500,18750100,723400,3.7
273832,State,California,2019,September,09/1/2019,"          Amusement, Gambling, and Recreation Industries",223600,19473500,18750100,723400,3.7
273833,State,California,2019,September,09/1/2019,Individual and Family Services,711000,19473500,18750100,723400,3.7
273834,State,California,2019,September,09/1/2019,            Software Publishers,101500,19473500,18750100,723400,3.7
273835,State,California,2019,September,09/1/2019,          Publishing Industries,132000,19473500,18750100,723400,3.7
273836,State,California,2019,September,09/1/2019,Religious Organizations,91600,19473500,18750100,723400,3.7
273837,State,California,2019,September,09/1/2019,Personal Care Serv.,90100,19473500,18750100,723400,3.7
273838,State,California,2019,September,09/1/2019,          Repair and Maintenance,159000,19473500,18750100,723400,3.7
273839,State,California,2019,September,09/1/2019,              Limited-Service Restaurants and Other Eating Places,705300,19473500,18750100,723400,3.7
273840,State,California,2019,September,09/1/2019,          Food Services and Drinking Places,1476700,19473500,18750100,723400,3.7
273841,State,California,2019,September,09/1/2019,Accommodation,237800,19473500,18750100,723400,3.7
273842,State,California,2019,September,09/1/2019,          Gasoline Stations and Fuel Dealers,66900,19473500,18750100,723400,3.7
273843,State,California,2019,September,09/1/2019,          Transportation and Warehousing,660400,19473500,18750100,723400,3.7
273844,State,California,2019,September,09/1/2019,            Clothing and Clothing Accessories Retailers,133000,19473500,18750100,723400,3.7
273845,State,California,2019,September,09/1/2019,            Other Miscellaneous Retailers,48700,19473500,18750100,723400,3.7
273846,State,California,2019,September,09/1/2019,"            Office Supplies, Stationery, and Gift Retailers",30400,19473500,18750100,723400,3.7
273847,State,California,2019,September,09/1/2019,"            Sporting Goods, Hobby, and Musical Instrument Retailers",51600,19473500,18750100,723400,3.7
273848,State,California,2019,September,09/1/2019,"            Warehouse Clubs, Supercenters, and Other General Merchandise Retailers",186800,19473500,18750100,723400,3.7
273849,State,California,2019,September,09/1/2019,Total Nonfarm,17435000,19473500,18750100,723400,3.7
273850,State,California,2019,September,09/1/2019,          Health and Personal Care Retailers,117000,19473500,18750100,723400,3.7
273851,State,California,2019,September,09/1/2019,            Department Stores,118300,19473500,18750100,723400,3.7
273852,State,California,2019,September,09/1/2019,Total Wage and Salary,17912100,19473500,18750100,723400,3.7
273853,State,California,2019,September,09/1/2019,Utilities,56800,19473500,18750100,723400,3.7
273854,State,California,2019,September,09/1/2019,"        Transportation, Warehousing, and Utilities",717200,19473500,18750100,723400,3.7
273855,State,California,2019,September,09/1/2019,Specialized Freight Trucking,42500,19473500,18750100,723400,3.7
273856,State,California,2019,September,09/1/2019,Truck Transportation,138800,19473500,18750100,723400,3.7
273857,State,California,2019,September,09/1/2019,Air Transportation,59200,19473500,18750100,723400,3.7
273858,State,California,2019,September,09/1/2019,"Electric Power Gen, Trans & Distribution",18500,19473500,18750100,723400,3.7
273859,State,California,2019,September,09/1/2019,"          Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",163200,19473500,18750100,723400,3.7
273860,State,California,2019,September,09/1/2019,"            Jewelry, Luggage, and Leather Goods Retailers",15400,19473500,18750100,723400,3.7
273861,State,California,2019,September,09/1/2019,Total Farm,477100,19473500,18750100,723400,3.7
273862,State,California,2019,September,09/1/2019,            Used Merchandise Retailers,19600,19473500,18750100,723400,3.7
273863,State,California,2019,September,09/1/2019,Scheduled Air transp.,53700,19473500,18750100,723400,3.7
273864,State,California,2019,September,09/1/2019,            Book Retailers and News Dealers,10200,19473500,18750100,723400,3.7
273865,State,California,2019,September,09/1/2019,"          Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",173500,19473500,18750100,723400,3.7
273866,State,California,2019,September,09/1/2019,Indian Tribes,66000,19473500,18750100,723400,3.7
273867,State,California,2019,September,09/1/2019,Social Advocacy Organizations,28000,19473500,18750100,723400,3.7
273868,State,California,2019,September,09/1/2019,Fruit & Vegetable Preserving & Specialty,36300,19473500,18750100,723400,3.7
273869,State,California,2019,September,09/1/2019,            Cut and Sew Apparel Manufacturing,30200,19473500,18750100,723400,3.7
273870,State,California,2019,September,09/1/2019,Apparel Knitting Mills,900,19473500,18750100,723400,3.7
273871,State,California,2019,September,09/1/2019,          Printing and Related Support Activities,37500,19473500,18750100,723400,3.7
273872,State,California,2019,September,09/1/2019,Converted Paper Product Mfg.,20000,19473500,18750100,723400,3.7
273873,State,California,2019,September,09/1/2019,Federal Government,249900,19473500,18750100,723400,3.7
273874,State,California,2019,September,09/1/2019,Chemical Manufacturing,81800,19473500,18750100,723400,3.7
273875,State,California,2019,September,09/1/2019,          Petroleum and Coal Products Manufacturing,12800,19473500,18750100,723400,3.7
273876,State,California,2019,September,09/1/2019,State Government,513000,19473500,18750100,723400,3.7
273877,State,California,2019,September,09/1/2019,               County Government,358900,19473500,18750100,723400,3.7
273878,State,California,2019,September,09/1/2019,            Local Government Excluding Educational Services,832800,19473500,18750100,723400,3.7
273879,State,California,2019,September,09/1/2019,            State Government Excluding Education,277300,19473500,18750100,723400,3.7
273880,State,California,2019,September,09/1/2019,               Special Districts plus Tribes,132200,19473500,18750100,723400,3.7
273881,State,California,2019,September,09/1/2019,            City Government,275700,19473500,18750100,723400,3.7
273882,State,California,2019,September,09/1/2019,          Local Government Educational Services,958800,19473500,18750100,723400,3.7
273883,State,California,2019,September,09/1/2019,Apparel Manufacturing,33400,19473500,18750100,723400,3.7
273884,State,California,2019,September,09/1/2019,          Federal Government excluding Department of Defense,186800,19473500,18750100,723400,3.7
273885,State,California,2019,September,09/1/2019,Paper Manufacturing,21300,19473500,18750100,723400,3.7
273886,State,California,2019,September,09/1/2019,Local Government,1791600,19473500,18750100,723400,3.7
273887,State,California,2019,September,09/1/2019,          Total State and Local Government,2304600,19473500,18750100,723400,3.7
273888,State,California,2019,September,09/1/2019,Medical Equipment & Supplies Mfg.,56000,19473500,18750100,723400,3.7
273889,State,California,2019,September,09/1/2019,            Ship and Boat Building,9300,19473500,18750100,723400,3.7
273890,State,California,2019,September,09/1/2019,Semiconductor and Electronic Component M,83300,19473500,18750100,723400,3.7
273891,State,California,2019,September,09/1/2019,Miscellaneous Durable Goods Manufacturing,86700,19473500,18750100,723400,3.7
273892,State,California,2019,September,09/1/2019,ResidualTextile Mills,5600,19473500,18750100,723400,3.7
273893,State,California,2019,September,09/1/2019,            Animal Slaughtering and Processing,22300,19473500,18750100,723400,3.7
273894,State,California,2019,September,09/1/2019,Textile Product Mills,8700,19473500,18750100,723400,3.7
273895,State,California,2019,September,09/1/2019,Dairy Product Manufacturing,17300,19473500,18750100,723400,3.7
273896,State,California,2019,September,09/1/2019,          Food Manufacturing,173400,19473500,18750100,723400,3.7
273897,State,California,2019,September,09/1/2019,        Non-Durable Goods,489600,19473500,18750100,723400,3.7
273898,State,California,2019,September,09/1/2019,Other Miscellaneous Durable Goods Mfg.,30700,19473500,18750100,723400,3.7
273899,State,California,2019,September,09/1/2019,Communications Equipment Manufacturing,17800,19473500,18750100,723400,3.7
